Path,Type,Size,Lines,Reviewed,ReviewDepth,RelatedFindings,ExclusionReason,Notes
src/app/api/auth/logout/route.ts,api-route,240,8,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/auth/me/route.ts,api-route,286,8,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/auth/register/route.ts,api-route,4077,84,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/auth/reset-password/route.ts,api-route,2098,57,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/auth/sessions/route.ts,api-route,3000,77,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/auth/verify-email/route.ts,api-route,1460,34,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/back-in-stock/route.ts,api-route,2366,52,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/bootstrap/route.ts,api-route,2551,58,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/cart/items/[itemId]/route.ts,api-route,2841,66,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/cart/items/route.ts,api-route,2295,57,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/cart/route.ts,api-route,639,16,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/categories/route.ts,api-route,963,32,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/checkout/quote/route.ts,api-route,3938,101,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/checkout/route.ts,api-route,21842,468,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/contact/route.ts,api-route,2502,69,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/cron/tick/route.ts,api-route,1882,40,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/discount/validate/route.ts,api-route,2098,52,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/for-you/route.ts,api-route,4232,96,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/healthz/route.ts,api-route,1716,34,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/homepage/route.ts,api-route,422,9,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/legal/[type]/route.ts,api-route,1186,37,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/newsletter/confirm/route.ts,api-route,1823,45,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/newsletter/route.ts,api-route,4892,82,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/newsletter/unsubscribe/route.ts,api-route,1115,26,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/orders/[orderNumber]/route.ts,api-route,4807,117,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/people/[slug]/route.ts,api-route,2638,66,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/people/route.ts,api-route,1088,31,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/privacy/consent/route.ts,api-route,1953,53,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/privacy/cookies/route.ts,api-route,527,13,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/products/[slug]/route.ts,api-route,1208,21,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/products/facets/route.ts,api-route,3356,78,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/products/route.ts,api-route,488,10,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/reviews/[id]/helpful/route.ts,api-route,2240,50,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/reviews/route.ts,api-route,3394,89,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/route.ts,api-route,134,5,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/search/route.ts,api-route,5423,150,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/series/[slug]/route.ts,api-route,710,15,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/series/route.ts,api-route,791,21,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/settings/route.ts,api-route,465,10,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/api/wishlist/route.ts,api-route,2153,62,YES,FULL,API-401..412,,2-c read all 112 route files (inventory+guards); auth-sensitive read fully
src/app/globals.css,app-other,17327,491,YES,TARGETED,ARCH-401; SEO-401,,layout/not-found etc. via 2-d/3-b
src/app/icon.png,app-other,61748,,YES,TARGETED,ARCH-401; SEO-401,,layout/not-found etc. via 2-d/3-b
src/app/layout.tsx,app-route/page,4094,101,YES,FULL,SEO-401..407,,SEO runtime raw-HTML + code read (3-b) + 2-d Shell/layout
src/app/llms.txt/route.ts,app-route/page,4482,113,YES,FULL,SEO-401..407,,SEO runtime raw-HTML + code read (3-b) + 2-d Shell/layout
src/app/not-found.tsx,app-route/page,1272,30,YES,FULL,SEO-401..407,,SEO runtime raw-HTML + code read (3-b) + 2-d Shell/layout
src/app/page.tsx,app-route/page,3405,95,YES,FULL,SEO-401..407,,SEO runtime raw-HTML + code read (3-b) + 2-d Shell/layout
src/app/robots.ts,app-route/page,1351,33,YES,FULL,SEO-401..407,,SEO runtime raw-HTML + code read (3-b) + 2-d Shell/layout
src/app/sitemap.xml/route.ts,app-route/page,5588,87,YES,FULL,SEO-401..407,,SEO runtime raw-HTML + code read (3-b) + 2-d Shell/layout
src/components/storefront/CookieBanner.tsx,component,5756,136,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/CookiePreferencesDialog.tsx,component,7303,163,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/Footer.tsx,component,12591,243,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/ForYouShelf.tsx,component,2450,57,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/FreeShippingBar.tsx,component,1865,36,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/Header.tsx,component,43323,873,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/HeroSlider.tsx,component,23665,524,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/HomeSections.tsx,component,42906,861,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/OrderStepper.tsx,component,6982,170,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/ProductCard.tsx,component,7229,170,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/ProductRow.tsx,component,11037,249,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/RecentlyViewed.tsx,component,2614,59,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/ScrollStory.tsx,component,19296,362,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/Shell.tsx,component,12528,279,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/SsrProviders.tsx,component,2480,63,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/bits.tsx,component,18069,386,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/storefront/shelf-icons.tsx,component,8666,256,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/accordion.tsx,component,2053,66,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/alert-dialog.tsx,component,3864,157,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/alert.tsx,component,1614,66,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/aspect-ratio.tsx,component,280,11,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/avatar.tsx,component,1097,53,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/badge.tsx,component,1631,46,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/breadcrumb.tsx,component,2357,109,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/button.tsx,component,2123,59,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/calendar.tsx,component,7660,213,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/card.tsx,component,1989,92,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/carousel.tsx,component,5556,241,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/chart.tsx,component,9781,353,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/checkbox.tsx,component,1226,32,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/collapsible.tsx,component,800,33,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/command.tsx,component,4818,184,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/context-menu.tsx,component,8222,252,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/dialog.tsx,component,3982,143,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/drawer.tsx,component,4255,135,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/dropdown-menu.tsx,component,8284,257,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/form.tsx,component,3759,167,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/hover-card.tsx,component,1532,44,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/input-otp.tsx,component,2254,77,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/input.tsx,component,967,21,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/label.tsx,component,611,24,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/menubar.tsx,component,8394,276,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/navigation-menu.tsx,component,6664,168,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/pagination.tsx,component,2712,127,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/popover.tsx,component,1635,48,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/progress.tsx,component,740,31,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/radio-group.tsx,component,1466,45,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/resizable.tsx,component,2028,56,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/scroll-area.tsx,component,1645,58,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/select.tsx,component,6253,185,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/separator.tsx,component,699,28,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/sheet.tsx,component,4090,139,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/sidebar.tsx,component,21633,726,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/skeleton.tsx,component,276,13,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/slider.tsx,component,2001,63,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/sonner.tsx,component,564,25,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/switch.tsx,component,1527,36,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/table.tsx,component,2448,116,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/tabs.tsx,component,1969,66,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/textarea.tsx,component,759,18,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/toast.tsx,component,4829,129,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/toaster.tsx,component,785,35,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/toggle-group.tsx,component,1925,73,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/toggle.tsx,component,1570,47,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/ui/tooltip.tsx,component,1891,61,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/AccountView.tsx,component,66396,1227,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/AdminView.tsx,component,7343,123,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/ArticlesView.tsx,component,12428,261,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/AuthView.tsx,component,7964,160,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/CartView.tsx,component,9064,156,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/CatalogView.tsx,component,34797,632,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/CheckoutView.tsx,component,34710,591,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/ConfirmEmailChangeView.tsx,component,4701,105,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/FavoritesView.tsx,component,3540,79,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/HomeView.tsx,component,4448,105,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/NewsletterConfirmView.tsx,component,3723,92,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/PasswordResetView.tsx,component,8398,168,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/PeopleView.tsx,component,8359,179,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/ProductView.tsx,component,49052,873,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/SearchView.tsx,component,4987,109,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/SeriesIndexView.tsx,component,7096,143,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/SeriesView.tsx,component,4781,106,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/StaticView.tsx,component,20191,305,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/TrackView.tsx,component,10319,196,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/VerifyEmailView.tsx,component,4042,96,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminAnalyticsSection.tsx,component,8424,147,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminCategoriesSection.tsx,component,21288,370,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminDashboardSection.tsx,component,17678,329,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminDiscountsSection.tsx,component,52854,957,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminHomepageSection.tsx,component,67466,920,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminMarketingSection.tsx,component,29099,443,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminOrdersSection.tsx,component,22166,341,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminPeopleSection.tsx,component,12501,240,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminProductsSection.tsx,component,57876,1071,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminReportsSection.tsx,component,12870,233,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminReviewsSection.tsx,component,7032,121,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminSettingsSection.tsx,component,23754,401,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AdminTicketsSection.tsx,component,9277,158,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/AnnouncementsEditor.tsx,component,15736,380,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/ArticlesAdmin.tsx,component,29469,618,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/CustomersTable.tsx,component,30104,677,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/ForbiddenSection.tsx,component,952,23,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/LegalEditor.tsx,component,18765,440,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/ProductEditor.tsx,component,99778,2120,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/components/views/admin/shared.tsx,component,2644,65,YES,TARGETED,ARCH-401..432; A11Y-401..406,,Top-15 deepest (2-d) + pattern sweeps (hooks/forms/fetch) + runtime a11y (3-c)
src/hooks/use-mobile.ts,hook,565,19,YES,TARGETED,ARCH-418..426,,2-d React hooks sweep
src/hooks/use-toast.ts,hook,3864,192,YES,TARGETED,ARCH-418..426,,2-d React hooks sweep
src/lib/analytics.ts,server-lib,2055,63,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/api.ts,server-lib,2231,63,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
